이탈여부,부양가족수,교육수준,총거래관계수,12개월비활성개월수,12개월고객접촉횟수,신용한도,회전잔액,1~4분기총이용금액변화,총거래금액,1~4분기거래횟수변화,나이그룹,수입,결혼여부_Married,결혼여부_Single,결혼여부_Unknown,카드등급_Gold,카드등급_Platinum,카드등급_Silver,성별_M
0.0,1,4,3,3,2,-0.10302496328928047,-0.2736842105263158,1.32,-0.9417907561400116,0.556,3,2,False,False,True,False,False,False,False
1.0,0,6,5,4,3,0.39154185022026433,-0.4708771929824561,1.052,-1.2357377683233417,0.143,4,0,True,False,False,False,False,False,False
0.0,3,4,2,2,2,3.2748311306901616,-0.4898245614035088,1.042,-1.0790949526203828,0.474,2,4,False,True,False,False,False,False,True
0.0,2,0,4,1,0,0.1945374449339207,0.6512280701754386,0.803,-0.9870431251208663,0.556,3,2,True,False,False,False,False,False,True
0.0,1,3,3,2,3,1.4983847283406755,0.8708771929824561,1.449,-0.8288532198801005,1.2,2,2,False,True,False,False,False,True,False
0.0,3,2,5,2,1,-0.0755359765051395,-0.895438596491228,1.214,-0.8288532198801005,1.0,2,3,True,False,False,False,False,False,True
0.0,4,4,2,3,3,0.6203817914831131,0.5466666666666666,0.977,-1.1050087023786501,0.917,1,0,False,True,False,False,False,False,False
0.0,4,1,3,2,3,3.520352422907489,-0.895438596491228,1.621,-0.9495262038290466,1.333,2,4,False,True,False,False,False,False,True
0.0,2,6,6,2,0,-0.26619676945668136,0.1080701754385965,2.316,-0.8346548056468768,0.588,3,3,True,False,False,False,False,False,True
0.0,1,6,3,2,2,-0.2350660792951542,0.5221052631578947,2.357,-0.8431637981048153,1.7,3,2,True,False,False,False,False,False,True
0.0,3,2,4,3,3,1.751424375917768,0.11157894736842106,0.787,-1.037323535099594,0.8,2,4,True,False,False,False,False,False,True
0.0,1,3,5,1,1,0.02302496328928047,-0.0343859649122807,0.624,-1.0671050087023786,0.6,3,4,False,True,False,False,False,False,True
0.0,3,0,6,3,2,-0.22637298091042585,0.19157894736842104,1.321,-0.781666988976987,1.143,3,1,True,False,False,False,False,False,False
1.0,1,4,2,3,1,-0.36542731277533036,-0.32842105263157895,0.997,-1.23535099593889,0.9,3,1,True,False,False,False,False,False,False
0.0,0,2,3,4,2,-0.16187958883994127,0.6336842105263157,1.224,-0.755366466834268,1.923,4,1,True,False,False,False,False,False,False
0.0,2,0,4,2,0,1.7872540381791484,0.8708771929824561,0.664,-0.9611293753625991,0.25,2,5,True,False,False,False,False,False,True
1.0,2,4,1,3,3,1.3180616740088105,-0.895438596491228,1.041,-1.2751885515374202,0.364,3,5,True,False,False,False,False,False,True
0.0,4,4,6,4,2,-0.14696035242290748,0.6484210526315789,0.678,-1.1011409785341326,0.6,2,1,False,False,True,False,False,False,False
0.0,3,4,2,2,0,-0.20522760646108665,0.7628070175438596,0.75,-1.0071552891123574,0.6,2,1,False,True,False,False,False,False,False
0.0,2,1,4,2,3,-0.010690161527165933,0.423859649122807,1.107,-0.9572616515180816,1.417,3,2,True,False,False,False,False,False,True
0.0,5,4,4,1,2,0.20252569750367108,-0.20912280701754385,2.275,-0.9824018565074454,1.083,2,0,True,False,False,False,False,False,False
0.0,2,2,4,4,3,-0.14249632892804698,0.33473684210526317,0.69,-1.0562753819377297,1.25,2,3,False,True,False,False,False,False,True
0.0,3,0,4,2,3,-0.1307488986784141,0.519298245614035,0.901,-1.083736221233804,0.833,3,4,True,False,False,False,False,False,True
1.0,2,4,2,4,4,3.520352422907489,-0.895438596491228,0.763,-1.2407658093212144,0.5,2,3,True,False,False,False,False,True,True
0.0,1,2,5,3,3,0.16176211453744493,-0.017543859649122806,0.944,-0.9990330690388706,1.154,1,3,False,False,False,False,False,False,True
0.0,4,5,2,4,2,2.2799412628487516,0.5796491228070175,0.997,-1.0145039644169407,0.733,2,5,False,True,False,False,False,False,True
0.0,2,2,4,2,2,1.1964757709251101,0.2512280701754386,0.989,-1.0094759234190678,0.917,3,5,False,True,False,False,False,False,True
0.0,4,1,4,1,4,3.520352422907489,0.16771929824561405,0.592,-1.0079288338812609,0.6,3,4,False,True,False,False,False,True,True
0.0,2,3,5,3,3,0.23906020558002936,0.37964912280701757,0.62,-0.9847224908141559,0.667,3,3,True,False,False,False,False,False,True
0.0,2,1,6,3,3,-0.2895741556534508,0.13473684210526315,1.004,-1.0701991877779926,0.556,2,1,False,True,False,False,False,False,False
0.0,2,4,2,2,2,-0.3362114537444934,-0.11859649122807017,1.715,-0.8621156449429511,2.4,2,3,True,False,False,False,False,False,True
0.0,2,6,6,2,2,2.4377092511013214,0.037894736842105266,1.072,-1.184297041191259,2.0,2,4,True,False,False,False,False,False,True
0.0,4,4,3,2,3,3.520352422907489,0.34175438596491226,1.266,-0.9085283310771611,1.05,3,5,False,True,False,False,False,False,True
0.0,2,4,5,3,3,-0.2740675477239354,-0.16982456140350877,0.758,-0.9123960549216786,0.286,3,1,True,False,False,False,False,False,False
0.0,1,4,4,2,3,-0.1925403817914831,0.5291228070175439,0.769,-1.0222394121059757,0.4,3,3,False,False,True,False,False,False,True
0.0,5,1,6,2,2,2.1572980910425845,0.17684210526315788,0.414,-0.9688648230516341,0.522,2,4,True,False,False,False,False,False,True
0.0,1,3,3,3,3,2.3216446402349487,0.46035087719298246,1.312,-0.9893637594275768,1.182,2,3,False,True,False,False,False,False,True
0.0,2,4,5,3,2,0.08493392070484582,0.16771929824561405,0.857,-1.0094759234190678,0.435,3,4,False,True,False,False,False,False,True
0.0,4,4,6,4,2,0.2879295154185022,0.8708771929824561,0.475,-1.0779346354670276,1.875,2,1,False,True,False,False,False,False,False
0.0,3,1,4,4,2,0.2923935389133627,0.3684210526315789,0.751,-0.6033649197447303,0.966,1,1,False,True,False,False,False,False,False
0.0,3,4,6,1,2,-0.23647577092511013,0.383859649122807,0.703,-0.9402436666022046,0.353,2,3,False,False,False,False,False,False,True
0.0,2,4,6,3,2,2.861086637298091,0.43719298245614036,0.85,-0.9920711661187391,0.4,2,4,True,False,False,False,False,False,True
0.0,3,4,4,4,0,0.47201174743024965,0.29403508771929826,1.242,-0.9444981628311738,1.412,2,3,True,False,False,False,False,False,True
0.0,1,0,6,2,2,3.520352422907489,0.18035087719298246,0.924,-0.8880293947012183,0.526,2,5,False,False,True,False,False,False,True
1.0,4,0,2,4,3,-0.2808810572687225,-0.895438596491228,0.585,-1.2701605105395475,0.714,3,2,True,False,False,False,False,False,False
0.0,1,4,2,3,3,0.6559765051395008,0.09894736842105263,0.383,-1.0949526203829048,0.818,3,0,True,False,False,False,False,False,False
0.0,1,4,5,4,2,3.520352422907489,-0.04,1.129,-0.8930574356990911,2.0,3,4,False,False,False,False,False,False,True
0.0,2,4,5,3,0,-0.17198237885462556,0.44491228070175437,0.921,-0.9158770063817443,0.667,3,3,True,False,False,False,False,False,True
0.0,2,2,4,2,1,1.7023201174743026,0.5473684210526316,0.607,-1.0392573970218526,0.722,3,5,False,True,False,False,False,False,True
0.0,3,1,5,2,3,-0.06143906020558003,-0.895438596491228,0.483,-1.029588087410559,0.6,2,1,False,True,False,False,False,False,False
0.0,3,2,4,3,1,0.9641116005873716,-0.3080701754385965,1.932,-0.9615161477470509,1.8,2,3,False,True,False,False,False,False,True
0.0,2,0,5,3,3,0.08422907488986785,-0.895438596491228,1.702,-0.9216785921485205,1.636,3,5,True,False,False,False,False,False,True
0.0,2,2,3,2,2,0.632129221732746,-0.895438596491228,0.731,-1.0145039644169407,1.333,3,1,False,True,False,False,False,False,False
0.0,4,2,4,3,0,3.1427900146842878,0.4750877192982456,0.875,-0.9031135176948366,2.182,2,4,False,True,False,False,False,False,True
0.0,1,4,4,4,3,0.23812041116005875,-0.895438596491228,0.579,-0.9414039837555599,0.619,2,2,False,True,False,False,False,False,True
0.0,0,4,5,4,1,-0.22143906020558002,0.5340350877192982,0.85,-1.0106362405724232,0.933,3,4,False,True,False,False,False,False,True
0.0,3,0,5,1,2,-0.23659324522760647,0.8168421052631579,1.705,-1.0005801585766776,1.222,2,0,True,False,False,False,False,False,False
0.0,1,4,6,4,3,-0.33362701908957415,-0.2673684210526316,1.656,-0.8609553277895958,0.882,4,1,True,False,False,False,False,False,True
0.0,3,4,5,4,2,-0.12863436123348018,-0.05333333333333334,0.597,-1.0001933861922259,0.304,2,2,True,False,False,False,False,False,True
0.0,3,6,5,3,2,-0.08928046989720999,0.3017543859649123,1.047,-0.8857087603945079,0.68,3,2,True,False,False,False,False,False,True
0.0,3,3,3,2,0,0.6038179148311307,0.6835087719298245,0.576,-1.0601431057822472,0.727,3,5,True,False,False,False,False,False,True
1.0,2,0,2,3,3,0.10572687224669604,0.24701754385964914,0.696,-1.1846838135757107,0.385,2,4,True,False,False,False,False,False,True
0.0,3,3,4,4,0,2.1712775330396474,0.48,0.619,-1.0094759234190678,1.0,2,0,False,True,False,False,False,False,False
0.0,3,0,5,3,3,3.520352422907489,0.5452631578947369,1.034,-0.9328949912976213,0.733,2,0,True,False,False,False,False,True,False
0.0,3,4,6,2,2,-0.18901615271659325,-0.008421052631578947,0.562,-1.0210790949526203,0.5,3,5,True,False,False,False,False,False,True
0.0,2,4,3,3,3,-0.17832599118942732,0.4231578947368421,0.788,-1.0059949719590022,1.5,2,1,False,True,False,False,False,False,False
0.0,3,2,3,3,0,-0.31565345080763585,-0.895438596491228,0.883,-1.0338425836395282,0.789,2,3,False,False,True,False,False,False,True
0.0,4,5,2,3,3,0.4474596182085169,-0.24561403508771928,0.762,-0.902339972925933,0.542,2,1,True,False,False,False,False,False,False
0.0,2,5,6,1,2,3.520352422907489,-0.24210526315789474,0.828,-1.1127441500676851,1.1,3,5,False,True,False,False,False,False,True
0.0,1,1,5,2,3,1.1631130690161526,0.8168421052631579,1.283,-1.0303616321794624,0.667,2,3,True,False,False,False,False,False,True
0.0,1,0,6,0,0,-0.36542731277533036,-0.895438596491228,0.813,-0.7534326049120093,1.095,4,1,True,False,False,False,False,False,False
0.0,4,0,6,3,2,3.4351835535976507,0.48,0.618,-1.1030748404563915,0.824,3,5,False,False,False,False,False,False,True
0.0,4,4,4,3,0,0.4601468428781204,0.4280701754385965,0.56,-0.9889769870431251,0.391,3,3,True,False,False,False,False,False,True
0.0,3,0,5,3,3,1.2380616740088106,-0.28842105263157897,0.939,-1.0798684973892865,1.625,2,3,True,False,False,False,False,False,True
0.0,4,2,5,1,2,-0.151071953010279,0.2792982456140351,0.588,-1.0241732740282343,0.346,2,3,False,False,False,False,False,False,True
0.0,0,1,2,2,2,-0.35888399412628486,-0.4,1.674,-1.00328756526784,3.0,3,1,True,False,False,False,False,False,False
0.0,3,4,6,1,0,1.057503671071953,0.01263157894736842,0.791,-0.9711854573583446,1.056,2,4,False,True,False,False,False,False,True
0.0,1,4,6,2,2,1.6842290748898678,-0.2673684210526316,1.826,-1.0303616321794624,1.571,2,4,False,True,False,False,False,False,True
0.0,3,2,3,2,0,0.8724816446402349,-0.002105263157894737,1.024,-0.7000580158576678,1.118,3,4,False,False,True,False,False,False,True
0.0,3,2,4,1,4,0.6361233480176212,0.1985964912280702,1.873,-0.879133629858828,0.786,2,4,False,True,False,False,False,False,True
0.0,1,6,4,6,3,2.3036710719530102,-0.056140350877192984,0.712,-1.0783214078514793,1.0,2,3,True,False,False,False,False,False,True
0.0,2,2,3,2,3,0.09550660792951542,0.43859649122807015,0.816,-0.9073680139238058,1.0,3,1,True,False,False,False,False,False,False
0.0,2,4,3,2,2,3.520352422907489,-0.1775438596491228,1.004,-1.0964997099207117,0.625,2,5,False,True,False,False,False,False,True
0.0,1,6,4,1,0,-0.16152716593245228,0.47368421052631576,0.766,-1.0272674531038484,0.611,3,1,True,False,False,False,False,False,False
0.0,1,2,3,2,2,0.9060792951541851,0.3929824561403509,1.584,-0.8663701411719203,1.533,3,4,True,False,False,False,False,False,True
0.0,3,2,4,3,3,-0.08939794419970631,0.18526315789473685,0.566,-0.8915103461612841,0.382,2,2,False,True,False,False,False,False,False
0.0,2,3,2,3,2,3.520352422907489,0.17614035087719299,0.526,-1.0175981434925547,0.355,3,5,False,True,False,False,False,True,True
0.0,3,4,4,2,2,-0.19066079295154184,-0.895438596491228,0.676,-1.0036743376522916,0.846,2,3,False,True,False,False,False,False,True
0.0,4,4,6,1,0,3.235359765051395,-0.895438596491228,0.567,-0.9789209050473796,0.364,3,5,False,True,False,False,False,False,True
1.0,2,4,3,3,2,0.836417033773862,0.6673684210526316,0.622,-1.2295494101721136,0.353,3,4,True,False,False,False,False,False,True
0.0,2,2,3,1,2,1.0552716593245228,0.016842105263157894,0.846,-0.9197447302262618,1.417,3,2,False,True,False,False,False,False,True
0.0,1,1,4,2,2,0.862143906020558,0.5712280701754386,0.7,-1.068265325855734,0.765,2,1,False,False,True,False,False,True,False
0.0,1,4,5,1,2,-0.25327459618208514,0.4975438596491228,0.788,-1.1297621349835623,0.778,2,1,True,False,False,False,False,False,False
0.0,4,0,5,1,2,0.18349486049926578,0.8708771929824561,0.632,-1.0357764455617868,2.2,2,2,True,False,False,False,False,False,True
0.0,4,4,3,2,3,1.7293392070484581,0.27087719298245616,1.186,-0.9027267453103849,1.545,3,4,True,False,False,False,False,False,True
0.0,1,4,3,1,4,-0.09856093979441997,0.8708771929824561,1.541,-0.8976987043125121,0.7,3,4,True,False,False,False,False,False,True
0.0,2,6,2,1,3,-0.15436123348017622,-0.33614035087719296,0.541,-0.9305743569909108,1.0,2,1,False,True,False,False,False,False,True
0.0,3,4,3,1,0,0.8458149779735683,-0.3424561403508772,0.688,-1.0524076580932122,0.929,2,2,False,True,False,False,False,False,False
0.0,2,2,5,3,2,0.3763876651982379,0.5782456140350877,0.839,-1.1247340939856894,0.733,3,3,False,False,False,False,False,False,True
0.0,4,3,5,1,0,0.6882819383259912,-0.06315789473684211,1.689,-0.5178882227808934,1.211,2,3,False,False,False,False,False,False,True
0.0,1,3,6,2,3,-0.06837004405286344,0.20491228070175438,1.236,-0.8671436859408238,1.231,4,0,True,False,False,False,False,False,False
0.0,2,5,4,2,2,0.1945374449339207,0.8708771929824561,0.939,-1.0423515760974666,0.727,1,1,False,True,False,False,False,False,False
1.0,5,2,1,3,3,0.40834067547723935,-0.895438596491228,0.654,-1.247727712241346,0.8,2,1,True,False,False,False,False,False,False
0.0,1,0,6,2,3,0.5271071953010279,0.7375438596491228,0.649,-1.0705859601624443,0.636,3,5,False,True,False,False,False,False,True
0.0,4,4,2,3,2,1.2190308370044052,0.8708771929824561,1.996,-0.8984722490814155,1.5,3,4,True,False,False,False,False,False,True
0.0,1,4,3,2,3,0.20980910425844346,-0.10385964912280701,0.397,-1.037323535099594,0.667,3,1,False,True,False,False,False,False,False
1.0,1,3,2,3,3,1.2252569750367108,-0.895438596491228,0.71,-1.3030361632179461,1.0,3,3,False,True,False,False,False,False,True
1.0,4,1,3,2,3,-0.21345080763582966,-0.895438596491228,0.76,-1.2222007348675306,0.455,2,1,True,False,False,False,False,False,False
0.0,2,4,6,3,2,-0.2700734214390602,0.5901754385964912,1.162,-0.8826145813188938,2.875,2,1,False,True,False,False,False,False,False
0.0,2,4,3,2,0,0.7479588839941262,0.1824561403508772,1.317,-0.8922838909301876,1.0,3,5,True,False,False,False,False,False,True
0.0,4,4,4,1,3,0.09397944199706314,-0.03368421052631579,0.728,-0.9885902146586734,1.308,2,0,True,False,False,False,False,False,False
0.0,2,2,4,1,3,0.5658737151248164,-0.12070175438596491,0.572,-1.0040611100367434,0.625,2,4,True,False,False,False,False,False,True
0.0,3,2,5,1,0,2.0050513950073423,-0.895438596491228,1.047,-0.9854960355830593,0.467,1,4,False,True,False,False,False,False,True
0.0,1,4,5,2,3,1.0938032305433187,0.263859649122807,1.255,-0.769290272674531,1.909,4,0,True,False,False,False,False,False,True
0.0,1,4,2,2,3,1.6254919236417034,-0.895438596491228,0.868,-1.0059949719590022,0.571,2,2,False,True,False,False,False,True,False
0.0,4,1,6,2,2,-0.25186490455212923,0.18526315789473685,0.469,-1.0876039450783215,1.231,2,3,False,True,False,False,False,False,True
0.0,1,3,4,2,3,-0.2813509544787078,-0.24280701754385964,2.121,-0.9514600657513054,1.364,3,1,True,False,False,False,False,False,False
0.0,5,0,3,3,3,-0.2949779735682819,-0.895438596491228,0.786,-1.0292013150261072,0.75,2,2,True,False,False,False,False,False,False
0.0,4,2,6,1,3,0.42126284875183556,-0.895438596491228,1.373,-0.8443241152581705,0.812,2,2,False,True,False,False,False,False,False
0.0,1,6,6,1,3,0.5656387665198238,-0.4617543859649123,0.554,-1.0829626764649003,0.8,2,5,True,False,False,False,False,False,True
0.0,2,1,4,3,2,3.300323054331865,-0.895438596491228,1.3,-1.0988203442274223,2.429,2,0,True,False,False,False,False,True,False
0.0,4,4,2,3,1,-0.15906020558002937,0.47578947368421054,0.971,-1.011023012956875,0.706,2,1,False,False,False,False,False,False,False
0.0,0,2,5,2,1,-0.19935389133627018,-0.17684210526315788,1.009,-0.8694643202475343,1.0,3,4,True,False,False,False,False,False,True
0.0,1,3,2,3,3,-0.0381791483113069,0.020350877192982456,0.852,-1.0624637400889576,0.824,3,0,False,True,False,False,False,False,False
0.0,1,1,3,2,2,1.8690161527165932,0.5578947368421052,1.248,-0.8245987236511313,2.167,2,3,True,False,False,False,False,False,True
0.0,4,0,6,5,3,-0.12534508076358297,0.5880701754385965,0.508,-1.1061690195320053,0.263,2,1,False,False,False,False,False,False,False
0.0,4,1,5,2,3,-0.17433186490455213,0.2063157894736842,1.077,-1.070972732546896,1.333,2,2,True,False,False,False,False,False,False
0.0,3,1,3,1,2,-0.2777092511013216,0.34035087719298246,0.682,-0.8717849545542449,0.429,3,1,True,False,False,False,False,False,False
0.0,3,1,4,1,0,-0.3451395007342144,-0.3719298245614035,0.993,-0.9615161477470509,0.706,2,1,True,False,False,False,False,False,False
0.0,4,1,3,3,3,-0.20287812041116005,0.6294736842105263,1.456,-1.0369367627151422,2.286,3,1,True,False,False,False,False,False,False
1.0,5,4,6,3,3,3.3393245227606463,0.8708771929824561,0.658,-1.277122413459679,0.7,2,4,False,True,False,False,False,False,True
0.0,3,2,5,2,2,-0.36542731277533036,-0.895438596491228,0.776,-0.6633146393347515,0.828,3,3,True,False,False,False,False,False,True
0.0,4,1,4,3,3,1.3305139500734215,0.31087719298245614,0.86,-0.8922838909301876,1.467,2,0,False,False,False,False,False,False,False
0.0,1,2,6,3,3,0.2530396475770925,-0.2687719298245614,0.567,-0.9711854573583446,0.75,3,1,True,False,False,False,False,False,False
1.0,2,0,2,2,1,-0.15706314243759179,-0.895438596491228,0.713,-1.215238831947399,0.25,3,4,True,False,False,False,False,False,True
0.0,2,2,3,1,3,3.520352422907489,-0.011228070175438596,0.588,-0.9263198607619416,0.789,2,4,True,False,False,False,False,True,True
0.0,3,2,4,1,2,0.6165051395007343,0.11087719298245614,0.644,-0.9267066331463933,0.478,2,2,True,False,False,False,False,False,False
0.0,5,4,5,2,2,0.6873421439060206,0.35157894736842105,0.791,-1.08064204215819,0.867,2,2,False,False,False,False,False,False,False
0.0,3,1,2,1,2,2.6129809104258443,0.3929824561403509,1.432,-0.580545349062077,0.88,3,4,True,False,False,False,False,False,True
0.0,1,4,4,3,2,-0.18126284875183554,0.8708771929824561,2.053,-0.8655965964030168,1.0,4,1,True,False,False,False,False,False,False
0.0,2,1,6,3,0,1.7542437591776798,-0.1431578947368421,0.706,-0.9584219686714368,1.444,3,2,False,True,False,False,False,True,False
0.0,1,1,4,2,3,-0.1401468428781204,-0.20421052631578948,0.35,-1.1216399149100755,0.556,3,2,True,False,False,False,False,False,False
0.0,2,1,3,2,1,0.14355359765051395,0.6821052631578948,1.791,-0.9715722297427963,0.8,2,2,True,False,False,False,False,False,True
0.0,3,4,6,2,3,0.7702790014684288,0.5831578947368421,0.948,-1.0272674531038484,1.0,3,4,True,False,False,False,False,False,True
0.0,1,1,5,3,0,-0.1948898678414097,0.5087719298245614,1.334,-0.7886288918971186,1.0,3,1,True,False,False,False,False,False,False
0.0,1,4,6,2,2,-0.13732745961820852,0.2982456140350877,0.747,-0.9270934055308451,1.273,3,3,True,False,False,False,False,False,True
0.0,3,4,2,1,2,1.9714537444933922,-0.017543859649122806,0.949,-0.9433378456778186,1.083,2,3,True,False,False,False,False,False,True
0.0,3,1,6,2,1,0.9763289280469897,-0.895438596491228,0.646,-0.9866563527364146,0.286,2,0,False,True,False,False,False,False,False
0.0,3,5,3,1,0,0.20311306901615273,-0.5712280701754386,1.161,-1.0876039450783215,0.941,2,4,False,True,False,False,False,False,True
0.0,0,3,5,1,3,-0.36542731277533036,-0.3775438596491228,0.782,-1.0338425836395282,0.571,3,1,False,True,False,False,False,False,False
0.0,2,2,5,1,2,0.5645814977973568,0.24561403508771928,0.701,-1.032295494101721,0.867,2,1,True,False,False,False,False,False,False
0.0,2,5,6,1,3,1.9041409691629956,-0.895438596491228,0.688,-0.9065944691549024,0.684,2,0,True,False,False,False,False,False,False
0.0,1,4,5,3,1,1.182143906020558,0.49122807017543857,1.768,-0.8013923805840263,3.0,3,4,True,False,False,False,False,False,True
0.0,4,4,5,2,0,2.66784140969163,-0.895438596491228,0.731,-0.9758267259717656,0.591,2,4,False,False,True,False,False,False,True
0.0,3,4,4,2,3,0.21121879588839942,0.2231578947368421,0.896,-0.8230516341133243,0.762,3,1,True,False,False,False,False,False,False
0.0,3,6,3,3,0,2.002114537444934,0.2807017543859649,1.097,-0.7836008508992458,0.529,3,5,True,False,False,False,False,False,True
0.0,5,5,5,1,1,-0.12922173274596183,0.22596491228070176,0.971,-0.8586346934828853,0.556,3,1,True,False,False,False,False,False,False
0.0,3,2,2,1,2,0.1737444933920705,-0.33473684210526317,0.819,-1.1204795977567201,0.571,2,1,True,False,False,False,False,False,False
0.0,0,2,3,2,3,1.6052863436123348,0.5066666666666667,0.829,-0.9882034422742216,1.1,2,5,False,False,True,False,False,False,True
0.0,3,1,3,3,1,1.3913656387665199,0.1031578947368421,1.642,-0.9429510732933668,0.75,3,4,True,False,False,False,False,False,True
1.0,0,2,1,3,2,-0.36542731277533036,-0.263859649122807,0.743,-1.2140785147940436,0.615,4,1,True,False,False,False,False,False,True
0.0,1,3,4,1,2,0.3902496328928047,0.28842105263157897,1.242,-0.9557145619802746,1.444,3,3,True,False,False,False,False,False,True
